ORF	SGD	GENENAME	EtOHvsMOCK.WT	EtOHvsMOCK.MSN24dd	EtOH.MSN24ddvsWT	MOCK.MSN24ddvsWT	EtOHvsWT.MSN24ddvsWT	AveExpr	F	P.Value	adj.P.Val
YOL129W	S000005489	VPS68	1.46	1.03	-0.421	0.0044	-0.425	6.68	84	2.03e-12	0
YBL079W	S000000175	NUP170	-0.925	-0.623	0.294	-0.00797	0.302	7.2	83.9	2.03e-12	0
YAL016W	S000000014	TPD3	0.883	0.655	-0.233	-0.00512	-0.228	7.96	83.9	2.04e-12	0
YIL129C	S000001391	TAO3	0.854	0.723	-0.0879	0.0426	-0.131	7.11	83.9	2.05e-12	0
YKL051W	S000001534	SFK1	-0.144	-0.971	-0.986	-0.158	-0.827	5.84	83.7	2.09e-12	0
YDR185C	S000002593	UPS3	2.13	-0.13	-2.3	-0.0427	-2.26	2.11	83.6	2.11e-12	0
YCR088W	S000000684	ABP1	0.964	0.905	0.023	0.0816	-0.0586	6.95	83.6	2.12e-12	0
YLR072W	S000004062	LAM6	0.905	1.12	0.161	-0.0555	0.216	5.21	83.5	2.14e-12	0
YLR185W	S000004175	RPL37A	-1.31	-1.03	0.295	0.0187	0.277	8.76	83.5	2.16e-12	0
YLR212C	S000004202	TUB4	-1.06	-0.656	0.315	-0.089	0.403	5.7	83.4	2.16e-12	0
YPR075C	S000006279	OPY2	0.929	0.613	-0.346	-0.0303	-0.316	5.49	83.4	2.18e-12	0
YGR109C	S000003341	CLB6	-2.75	-1.49	1.09	-0.172	1.26	3.02	83.4	2.18e-12	0
YHL013C	S000001005	OTU2	-2.07	-1.59	0.453	-0.0263	0.48	3.55	83.4	2.19e-12	0
YJL059W	S000003595	YHC3	1.27	0.968	-0.265	0.0379	-0.303	4.77	83.3	2.19e-12	0
YJR117W	S000003878	STE24	1.01	0.664	-0.338	0.00743	-0.345	8.95	83.3	2.21e-12	0
YGR238C	S000003470	KEL2	-2.31	-1.6	0.624	-0.0863	0.71	3.35	83.2	2.22e-12	0
YCR073C	S000000669	SSK22	-1.99	-1.94	0.148	0.101	0.0472	2.68	83.2	2.22e-12	0
YFR052W	S000001948	RPN12	0.794	0.911	0.178	0.0618	0.117	6.47	83.1	2.25e-12	0
YDL111C	S000002269	RRP42	-0.818	-0.769	-0.00908	-0.0574	0.0483	6.39	83	2.28e-12	0
YBL011W	S000000107	SCT1	0.128	-0.68	-0.864	-0.0554	-0.808	6.85	83	2.29e-12	0
YDR432W	S000002840	NPL3	-1.13	-1.05	0.0678	-0.0107	0.0785	7.97	82.8	2.33e-12	0
YPL227C	S000006148	ALG5	-1.04	-0.499	0.541	0.00329	0.538	5.57	82.8	2.35e-12	0
YNR019W	S000005302	ARE2	0.473	0.876	0.525	0.121	0.403	7.71	82.7	2.37e-12	0
YCR054C	S000000650	CTR86	-0.963	-0.996	-0.019	0.014	-0.033	4.52	82.6	2.41e-12	0
YJR110W	S000003871	YMR1	0.97	1.08	0.0981	-0.0132	0.111	4.45	82.4	2.47e-12	0
YGR110W	S000003342	CLD1	1.4	1.06	-0.415	-0.0812	-0.334	4.39	82.3	2.51e-12	0
YER007C-A	S000002957	TMA20	-0.999	-0.696	0.227	-0.0759	0.303	6.12	81.9	2.61e-12	0
YDL113C	S000002271	ATG20	1.62	1.13	-0.431	0.0594	-0.491	3.85	81.7	2.69e-12	0
YKL017C	S000001500	HCS1	1.38	1.32	0.00228	0.0601	-0.0578	4.07	81.6	2.72e-12	0
YLR005W	S000003995	SSL1	0.947	0.75	-0.133	0.0645	-0.198	5.39	81.6	2.73e-12	0
YGR184C	S000003416	UBR1	0.687	0.666	0.0875	0.109	-0.0212	7.85	81.5	2.74e-12	0
YOR349W	S000005876	CIN1	1.25	0.788	-0.454	0.00874	-0.463	4.81	81.5	2.76e-12	0
YOR142W	S000005668	LSC1	0.995	0.729	-0.247	0.019	-0.266	7.96	81.4	2.78e-12	0
YOR306C	S000005833	MCH5	1.21	1	-0.173	0.0375	-0.211	4.44	81.4	2.81e-12	0
YBR054W	S000000258	YRO2	5.6	1	-5.34	-0.745	-4.6	1.04	81.3	2.81e-12	0
YML006C	S000004465	GIS4	-1.62	-0.947	0.643	-0.0323	0.675	4.53	81.3	2.83e-12	0
YGL103W	S000003071	RPL28	-1.06	-0.86	0.108	-0.0965	0.205	10.7	81.3	2.83e-12	0
YER019C-A	S000002127	SBH2	-0.87	-0.737	0.0647	-0.0684	0.133	6.66	81.3	2.84e-12	0
YJL107C	S000003643	NA	-0.478	-2.37	-1.83	0.0595	-1.89	2.5	81.1	2.89e-12	0
YNL068C	S000005012	FKH2	-1.09	-0.632	0.494	0.0325	0.461	5.46	81.1	2.92e-12	0
YOR103C	S000005629	OST2	1.07	0.973	-0.00199	0.0981	-0.1	6.04	80.9	2.98e-12	0
YDR064W	S000002471	RPS13	-1.28	-0.926	0.253	-0.0976	0.351	10.7	80.7	3.04e-12	0
YDL035C	S000002193	GPR1	1.07	0.918	-0.0652	0.0877	-0.153	5.61	80.7	3.04e-12	0
YPL037C	S000005958	EGD1	-0.871	-0.767	0.0561	-0.0488	0.105	8.93	80.6	3.07e-12	0
YLR022C	S000004012	SDO1	-1.43	-0.909	0.476	-0.0415	0.517	5.04	80.6	3.08e-12	0
YPR108W	S000006312	RPN7	0.77	0.877	0.177	0.0704	0.107	7.11	80.5	3.12e-12	0
YNL292W	S000005236	PUS4	-1.21	-0.999	0.156	-0.0563	0.212	5.2	80.5	3.14e-12	0
YPR042C	S000006246	PUF2	1.38	0.802	-0.423	0.154	-0.577	6.21	80.5	3.14e-12	0
YML132W	S000004601	COS3	2.75	2.03	-0.803	-0.085	-0.718	4.2	80.4	3.16e-12	0
YDL190C	S000002349	UFD2	0.755	0.825	0.0763	0.00687	0.0694	7.08	80.4	3.17e-12	0
YNL321W	S000005265	VNX1	1.04	0.62	-0.472	-0.0555	-0.416	7.08	80.3	3.2e-12	0
YJR051W	S000003812	OSM1	0.737	0.864	0.113	-0.0135	0.127	5.69	80.3	3.21e-12	0
YBR208C	S000000412	DUR1,2	-1.13	-1.21	-0.0792	0.00288	-0.0821	5.85	80.2	3.24e-12	0
YPL230W	S000006151	USV1	4.24	-0.0139	-3.91	0.342	-4.25	1.81	80.2	3.26e-12	0
YKL171W	S000001654	NNK1	1.07	0.732	-0.216	0.124	-0.341	4.83	80.1	3.31e-12	0
YJR003C	S000003763	MRX12	-1.09	-0.264	0.871	0.0432	0.828	5.65	80.1	3.31e-12	0
YJL089W	S000003625	SIP4	3.2	4.75	1.15	-0.403	1.55	1.6	80	3.34e-12	0
YNL234W	S000005178	NA	-1.6	-2.67	-1.11	-0.0439	-1.07	2.51	80	3.35e-12	0
YMR162C	S000004772	DNF3	0.705	0.744	0.185	0.146	0.0386	6.22	79.8	3.41e-12	0
YBL061C	S000000157	SKT5	-0.904	-0.666	0.276	0.0376	0.238	5.88	79.7	3.45e-12	0
YPL245W	S000006166	NA	-1.03	-1.21	-0.303	-0.129	-0.174	4.81	79.7	3.49e-12	0
YBR276C	S000000480	PPS1	-0.87	-0.706	0.219	0.053900000000000003	0.165	6	79.7	3.49e-12	0
YGL087C	S000003055	MMS2	1.17	0.855	-0.322	-0.00378	-0.318	4.57	79.6	3.51e-12	0
YGL030W	S000002998	RPL30	-1.35	-1.08	0.189	-0.0832	0.272	10.3	79.3	3.66e-12	0
YJR122W	S000003883	IBA57	0.942	1.18	0.194	-0.0446	0.239	5.04	79.2	3.68e-12	0
YDR529C	S000002937	QCR7	-0.261	-1.03	-0.824	-0.0567	-0.767	6.64	79.2	3.7e-12	0
YCR021C	S000000615	HSP30	6.15	0.803	-5.24	0.0987	-5.34	2.02	79.2	3.7e-12	0
YJL104W	S000003640	PAM16	-1.35	-1.02	0.366	0.0362	0.329	4.55	79.1	3.78e-12	0
YOR015W	S000005541	NA	1.23	1.02	-0.174	0.0358	-0.21	5.23	78.9	3.85e-12	0
YER086W	S000000888	ILV1	-1.07	-0.778	0.219	-0.0729	0.292	8.57	78.9	3.85e-12	0
YNL164C	S000005108	IBD2	-1.6	-0.982	0.507	-0.108	0.615	3.72	78.9	3.87e-12	0
YDR428C	S000002836	BNA7	-1.28	-1.05	0.0743	-0.155	0.23	3.9	78.8	3.88e-12	0
YOR059C	S000005585	LPL1	0.851	0.965	0.136	0.0222	0.114	5.07	78.8	3.93e-12	0
YPL252C	S000006173	YAH1	-1.79	-1.43	0.0571	-0.304	0.362	4.84	78.7	3.95e-12	0
YNL020C	S000004965	ARK1	0.909	1.61	0.461	-0.241	0.702	4.01	78.7	3.95e-12	0
YLR150W	S000004140	STM1	-1.06	-0.794	0.258	-0.00684	0.265	10.3	78.7	3.97e-12	0
YHL024W	S000001016	RIM4	3.31	1.25	-1.97	0.0929	-2.07	1.4	78.6	3.98e-12	0
YMR029C	S000004631	FAR8	1.07	0.824	-0.0769	0.171	-0.248	5.15	78.6	4e-12	0
YLR096W	S000004086	KIN2	-0.829	-0.51	0.405	0.0848	0.32	6.42	78.3	4.15e-12	0
YIL088C	S000001350	AVT7	1.01	0.712	-0.272	0.0296	-0.301	6.86	78.2	4.24e-12	0
YOR176W	S000005702	HEM15	1.2	0.681	-0.541	-0.0258	-0.515	5.61	78.1	4.29e-12	0
YGL092W	S000003060	NUP145	-0.808	-0.615	0.199	0.00589	0.193	7.41	78	4.31e-12	0
YBL026W	S000000122	LSM2	-1.37	-0.981	0.472	0.0851	0.387	5.01	78	4.35e-12	0
YNR026C	S000005309	SEC12	0.795	0.883	0.142	0.0533	0.0882	5.51	78	4.35e-12	0
YHR200W	S000001243	RPN10	0.768	0.858	0.126	0.0354	0.0905	6.41	77.9	4.38e-12	0
YOR373W	S000005900	NUD1	-1.11	-0.433	0.558	-0.115	0.673	4.82	77.8	4.43e-12	0
YJL020C	S000003557	BBC1	1.23	0.935	-0.254	0.0369	-0.291	6.59	77.8	4.44e-12	0
YGR118W	S000003350	RPS23A	-1.23	-0.82	0.354	-0.0582	0.412	9.9	77.8	4.46e-12	0
YER055C	S000000857	HIS1	-1.04	-0.752	0.272	-0.0126	0.284	7.75	77.8	4.47e-12	0
YHR132W-A	S000007496	IGO2	1.08	0.64	-0.503	-0.0592	-0.444	4.53	77.5	4.61e-12	0
YBR014C	S000000218	GRX7	1.1	1.11	0.197	0.187	0.0101	4.66	77.4	4.68e-12	0
YOR286W	S000005812	RDL2	-0.779	-0.765	-0.169	-0.184	0.0142	5.86	77.4	4.72e-12	0
YML053C	S000004517	NA	1.49	1.58	0.111	0.0198	0.0911	4.3	77.3	4.77e-12	0
YGL206C	S000003174	CHC1	0.885	0.247	-0.685	-0.0476	-0.638	8.28	77.1	4.9e-12	0
YGR237C	S000003469	NA	1.61	0.904	-0.507	0.2	-0.707	4.78	77.1	4.91e-12	0
YDR133C	S000002540	NA	0.0412	-1.59	-1.55	0.0798	-1.63	8.5	76.7	5.16e-12	0
YFR041C	S000001937	ERJ5	1.14	1.17	0.178	0.14	0.0378	5.22	76.7	5.17e-12	0
YJR148W	S000003909	BAT2	-1.18	-0.647	0.231	-0.3	0.531	7.09	76.7	5.18e-12	0
YOR361C	S000005888	PRT1	-0.89	-0.496	0.34	-0.0535	0.394	8.99	76.5	5.26e-12	0
YNL156C	S000005100	NSG2	0.892	0.632	-0.163	0.098	-0.261	6.68	76.5	5.27e-12	0
YOR108W	S000005634	LEU9	-1.48	-0.129	1.25	-0.098	1.35	7.92	76.4	5.35e-12	0
YER154W	S000000956	OXA1	-1.54	-1.13	0.231	-0.172	0.403	5.21	76.4	5.36e-12	0
YML001W	S000004460	YPT7	0.765	0.843	0.0972	0.019	0.0782	6.41	76.3	5.46e-12	0
YPL260W	S000006181	CUB1	1.02	0.858	-0.107	0.0564	-0.163	6.38	76.1	5.55e-12	0
YDR507C	S000002915	GIN4	-1.49	-0.748	0.856	0.119	0.737	5.54	76.1	5.6e-12	0
YNL336W	S000005280	COS1	4.59	4.42	-0.563	-0.391	-0.172	2.32	76.1	5.61e-12	0
YIR038C	S000001477	GTT1	1.92	1.24	-0.719	-0.0359	-0.683	4.35	76.1	5.62e-12	0
YAR023C	S000000074	NA	1.76	1.25	-0.522	-0.0131	-0.509	3.3	76	5.7e-12	0
YPL166W	S000006087	ATG29	2.98	2.66	-0.0836	0.231	-0.315	1.47	75.9	5.72e-12	0
YCL039W	S000000544	GID7	1.34	1.39	-0.049	-0.104	0.0552	4.55	75.9	5.73e-12	0
YGR243W	S000003475	MPC3	2.6	2	-0.774	-0.178	-0.596	3.03	75.9	5.74e-12	0
YER014W	S000000816	HEM14	1.39	1.23	-0.127	0.0315	-0.158	4.11	75.8	5.79e-12	0
YBR096W	S000000300	NA	0.711	0.924	0.158	-0.0544	0.213	6.37	75.8	5.81e-12	0
YOR287C	S000005813	RRP36	-4.54	-3.3	1.59	0.354	1.24	1.94	75.8	5.85e-12	0
YOR345C	S000005872	NA	6.67	2.25	-4.67	-0.249	-4.42	-2.21	75.6	5.97e-12	0
YJR132W	S000003893	NMD5	-0.854	-0.115	0.682	-0.0577	0.739	6.78	75.6	5.99e-12	0
YHR032W-A	S000028831	NA	-1.26	-1.43	-0.315	-0.145	-0.171	3.57	75.5	6.05e-12	0
YNL165W	S000005109	NA	-1.2	-1.09	0.15	0.03	0.12	4.2	75.5	6.09e-12	0
YKL148C	S000001631	SDH1	0.0171	-0.979	-1.35	-0.35	-0.996	6.96	75.2	6.29e-12	0
YHL015W	S000001007	RPS20	-0.783	-0.682	0.101	-1.12e-4	0.101	10.6	75.1	6.37e-12	0
YMR189W	S000004801	GCV2	0.33	1.41	1.01	-0.0728	1.08	5.94	74.7	6.73e-12	0
YPL231W	S000006152	FAS2	-1.08	-0.718	0.349	-0.00759	0.357	10.1	74.6	6.81e-12	0
YJR025C	S000003786	BNA1	2.68	1.41	-1.57	-0.303	-1.26	2.19	74.6	6.89e-12	0
YOR107W	S000005633	RGS2	-2.44	-2.21	0.492	0.262	0.23	2.29	74.6	6.89e-12	0
YKL066W	S000001549	NA	0.936	0.199	-0.965	-0.228	-0.737	4.66	74.4	7.05e-12	0
YGR038W	S000003270	ORM1	1.19	0.873	-0.391	-0.0693	-0.322	6.31	74.3	7.16e-12	0
YML065W	S000004530	ORC1	-1.05	-1.16	-9.14e-4	0.11	-0.111	4.95	74.3	7.18e-12	0
YDR277C	S000002685	MTH1	1.61	-1.02	-2.99	-0.352	-2.63	2.58	74.2	7.21e-12	0
YHR194W	S000001237	MDM31	1.47	0.98	-0.44	0.0496	-0.489	4.54	73.9	7.5e-12	0
YLL061W	S000003984	MMP1	-2.65	-1.33	1.41	0.089	1.32	3.35	73.9	7.5e-12	0
YKR095W	S000001803	MLP1	-1.14	-0.755	0.54	0.15	0.39	6.08	73.8	7.6e-12	0
YAL031C	S000000029	GIP4	1	0.898	-0.107	-0.00518	-0.102	4.78	73.8	7.7e-12	0
YLR287C-A	S000004278	RPS30A	-1.01	-0.763	0.252	0.00456	0.247	8.13	73.7	7.72e-12	0
YDR279W	S000002687	RNH202	-1.54	-1.19	0.461	0.111	0.351	4.03	73.7	7.8e-12	0
YER169W	S000000971	RPH1	-0.633	-1.28	-0.573	0.077	-0.65	5.37	73.6	7.86e-12	0
YDL223C	S000002382	HBT1	1.64	0.181	-1.44	0.0141	-1.46	3.9	73.6	7.89e-12	0
YOR100C	S000005626	CRC1	4.08	4.38	-0.0352	-0.331	0.295	0.948	73.5	7.96e-12	0
YOR069W	S000005595	VPS5	0.877	0.981	0.134	0.03	0.104	5.6	73.5	7.97e-12	0
YDR157W	S000002564	NA	-2.23	-1.71	0.361	-0.159	0.521	2.98	73.5	8.03e-12	0
YDL081C	S000002239	RPP1A	-1.2	-1.04	0.0788	-0.0812	0.16	10.1	73.4	8.05e-12	0
YPR036W	S000006240	VMA13	0.816	0.553	-0.275	-0.0118	-0.263	8.36	73.4	8.08e-12	0
YJL102W	S000003638	MEF2	1.19	1.07	-0.00834	0.11	-0.119	4.95	73.2	8.28e-12	0
YLR050C	S000004040	NA	-1.05	-1.39	-0.277	0.0587	-0.336	5.17	73	8.59e-12	0
YJR031C	S000003792	GEA1	-0.971	-0.664	0.364	0.0564	0.307	5.74	72.9	8.65e-12	0
YML109W	S000004577	ZDS2	-1.13	-1.1	0.117	0.0888	0.0282	4.4	72.8	8.75e-12	0
YNL123W	S000005067	NMA111	-0.824	-0.689	0.0861	-0.0488	0.135	7.06	72.8	8.78e-12	0
YDL134C	S000002292	PPH21	0.81	0.701	-0.156	-0.047	-0.109	7.09	72.8	8.84e-12	0
YGR001C	S000003233	EFM5	-0.924	-0.584	0.247	-0.0932	0.34	6.02	72.7	8.96e-12	0
YMR200W	S000004813	ROT1	0.652	0.68	-0.00523	-0.034	0.0288	6.36	72.6	8.99e-12	0
YDR280W	S000002688	RRP45	-0.972	-0.651	0.249	-0.0717	0.321	5.8	72.2	9.52e-12	0
YHR162W	S000001205	MPC2	0.966	1.02	-0.0911	-0.145	0.054	8.29	72.2	9.58e-12	0
YNL047C	S000004992	SLM2	-1.19	-0.945	0.331	0.0821	0.249	4.03	72.2	9.6e-12	0
YKR038C	S000001746	KAE1	-0.96	-0.563	0.231	-0.167	0.397	5.73	72.1	9.64e-12	0
YFL052W	S000001842	ZNF1	4.82	3.54	-1.76	-0.483	-1.28	1.91	72.1	9.7e-12	0
YJR010W	S000003771	MET3	1.16	1.97	0.546	-0.26	0.806	3.16	72.1	9.71e-12	0
YJR060W	S000003821	CBF1	-1.55	-1.06	0.508	0.021	0.487	3.54	72.1	9.73e-12	0
YJR104C	S000003865	SOD1	-0.659	-1.22	-0.599	-0.0369	-0.562	8.78	72	9.86e-12	0
YGR049W	S000003281	SCM4	-1.55	-0.674	0.914	0.0417	0.873	4.36	71.9	9.95e-12	0
YHR135C	S000001177	YCK1	-0.828	-0.509	0.363	0.0441	0.319	6.53	71.9	9.96e-12	0
YOL045W	S000005405	PSK2	-0.587	-0.979	-0.439	-0.0467	-0.392	5.4	71.9	9.98e-12	0
YDL237W	S000002396	AIM6	0.922	0.747	-0.197	-0.0226	-0.175	6.5	71.9	1e-11	0
YJL172W	S000003708	CPS1	0.825	1	0.188	0.00951	0.179	7.25	71.7	1.02e-11	0
YOR020C	S000005546	HSP10	1.04	0.215	-0.702	0.127	-0.829	7.84	71.7	1.03e-11	0
YLR183C	S000004173	TOS4	-1.2	-0.92	0.151	-0.129	0.28	5.02	71.6	1.04e-11	0
YCR067C	S000000663	SED4	0.972	0.834	-0.161	-0.0237	-0.138	8.04	71.5	1.06e-11	0
YCR009C	S000000602	RVS161	0.933	0.519	-0.411	0.00258	-0.414	6.46	71.4	1.07e-11	0
YFR024C-A	S000002968	LSB3	0.769	0.638	-0.0142	0.117	-0.131	6.57	71.2	1.1e-11	0
YER039C	S000000841	HVG1	2.05	2.28	-0.208	-0.433	0.226	2.75	71.2	1.1e-11	0
YPR058W	S000006262	YMC1	-1.31	-1.05	0.126	-0.135	0.261	5.18	71.2	1.11e-11	0
YBR255C-A	S000007649	RCF3	2.23	2.1	-0.363	-0.234	-0.129	2.88	71.2	1.11e-11	0
YGL208W	S000003176	SIP2	2.14	1.07	-0.76	0.314	-1.07	2.84	71	1.13e-11	0
YNR059W	S000005342	MNT4	0.742	1.43	0.639	-0.047	0.686	3.89	71	1.14e-11	0
YPL242C	S000006163	IQG1	-0.798	-0.746	0.145	0.093	0.0519	5.95	71	1.14e-11	0
YLR154C	S000004144	RNH203	-1.24	-1.32	-0.189	-0.107	-0.0818	3.42	70.9	1.15e-11	0
YJR046W	S000003807	TAH11	-0.321	-1.45	-0.948	0.185	-1.13	4.91	70.9	1.15e-11	0
YKL219W	S000001702	COS9	1.14	0.992	0.06	0.208	-0.148	4.94	70.9	1.16e-11	0
YIR036C	S000001475	IRC24	1.13	0.988	-0.168	-0.0255	-0.142	4.81	70.8	1.17e-11	0
YOL038W	S000005398	PRE6	0.75	0.971	0.279	0.0569	0.222	6.63	70.7	1.18e-11	0
YDR198C	S000002606	RKM2	-0.936	-0.715	0.285	0.0644	0.221	4.5	70.6	1.2e-11	0
YML010W	S000004470	SPT5	-1.25	-1.11	0.321	0.18	0.141	6.62	70.5	1.23e-11	0
YKL096W	S000001579	CWP1	-0.279	-2.76	-2.19	0.295	-2.48	5.7	70.5	1.23e-11	0
YFL009W	S000001885	CDC4	0.795	0.687	-0.00565	0.102	-0.108	6.34	70.4	1.24e-11	0
YCR037C	S000000633	PHO87	0.718	0.589	0.0245	0.153	-0.128	7.38	70.4	1.25e-11	0
YDR183C-A	S000028540	NA	-4.44	-3.5	0.971	0.0256	0.946	1.41	70.2	1.28e-11	0
YDL080C	S000002238	THI3	0.918	1.03	0.184	0.0703	0.114	4.7	70.2	1.28e-11	0
YGR263C	S000003495	SAY1	1.15	1.12	0.13	0.163	-0.0333	4.23	70.1	1.29e-11	0
YAR003W	S000000064	SWD1	0.948	0.737	-0.199	0.0121	-0.211	5.62	70	1.32e-11	0
YDL061C	S000002219	RPS29B	-1.17	-1.06	0.147	0.045	0.102	7.82	69.8	1.35e-11	0
YOR162C	S000005688	YRR1	1.21	1.03	-0.0468	0.135	-0.182	4.63	69.7	1.37e-11	0
YML007W	S000004466	YAP1	0.674	0.676	0.0775	0.0754	0.00207	6.72	69.6	1.39e-11	0
YGR030C	S000003262	POP6	-3.83	-3.05	0.764	-0.0187	0.783	1.96	69.5	1.41e-11	0
YKL162C	S000001645	NA	2.03	1.08	-1.05	-0.106	-0.948	2.83	69.5	1.41e-11	0
YBR222C	S000000426	PCS60	0.896	0.941	0.0108	-0.0346	0.0454	6.71	69.4	1.43e-11	0
YIL149C	S000001411	MLP2	-1.22	-0.804	0.69	0.274	0.417	6.02	69.3	1.45e-11	0
YFL044C	S000001850	OTU1	0.982	1.07	0.0179	-0.0746	0.0925	4.58	69.3	1.46e-11	0
YNL273W	S000005217	TOF1	-0.835	-0.788	0.0878	0.0414	0.0464	5.22	69.3	1.46e-11	0
YDR169C	S000002576	STB3	0.94	0.917	0.00905	0.0322	-0.0232	5.27	69.2	1.47e-11	0
YLR355C	S000004347	ILV5	-1.25	-0.402	0.705	-0.148	0.852	10.7	69.2	1.48e-11	0
YEL061C	S000000787	CIN8	-1.41	-0.91	0.762	0.26	0.502	3.79	69.1	1.49e-11	0
YIL071C	S000001333	PCI8	1.04	1.44	0.312	-0.0789	0.391	3.68	69.1	1.5e-11	0
YNL297C	S000005241	MON2	0.708	0.743	0.0313	-0.00333	0.0346	6.71	69	1.51e-11	0
YOR020W-A	S000028526	NA	1.83	1.11	-0.334	0.394	-0.728	3.19	69	1.51e-11	0
YDR045C	S000002452	RPC11	-1.55	-1.18	0.475	0.112	0.363	3.9	68.9	1.54e-11	0
YML102W	S000004570	CAC2	-1.15	-1.22	-0.234	-0.161	-0.0735	4.48	68.9	1.55e-11	0
YOR133W	S000005659	EFT1	-1.13	-1.15	-0.0969	-0.0769	-0.02	13.1	68.8	1.56e-11	0
YDR143C	S000002550	SAN1	0.672	0.705	-0.0199	-0.0532	0.0333	6.74	68.6	1.6e-11	0
YHR075C	S000001117	PPE1	2.26	1.56	-0.617	0.0859	-0.703	2.55	68.5	1.63e-11	0
YDR022C	S000002429	ATG31	2.83	2.1	-0.136	0.596	-0.733	2.17	68.5	1.63e-11	0
YCL011C	S000000517	GBP2	-0.699	-0.623	0.0734	-0.0021	0.0755	7.15	68.4	1.67e-11	0
YML082W	S000004547	NA	-0.84	-0.924	0.102	0.186	-0.0838	5.24	68.4	1.67e-11	0
YIL048W	S000001310	NEO1	0.691	0.637	-0.0125	0.0411	-0.0536	7.16	68.3	1.67e-11	0
YBR020W	S000000224	GAL1	2.53	2.29	-0.458	-0.22	-0.239	1.78	68.3	1.69e-11	0
YPL050C	S000005971	MNN9	-0.766	-0.466	0.382	0.0816	0.3	7.55	68.2	1.71e-11	0
YLR285W	S000004275	NNT1	-0.895	-0.715	0.157	-0.0231	0.18	5.81	68.1	1.72e-11	0
YCL051W	S000000556	LRE1	1.17	0.683	-0.58	-0.0942	-0.485	4.85	68.1	1.73e-11	0
YPL149W	S000006070	ATG5	-1.11	-0.997	-0.00632	-0.121	0.114	3.99	68.1	1.73e-11	0
YLL054C	S000003977	NA	-1.74	-0.633	1.2	0.0916	1.11	4.15	68	1.77e-11	0
YLR112W	S000004102	NA	-3.85	-4.72	-0.704	0.161	-0.866	1.27	67.9	1.77e-11	0
YGR135W	S000003367	PRE9	0.586	0.753	0.13	-0.0372	0.167	7.15	67.9	1.79e-11	0
YPL109C	S000006030	NA	1.54	1.3	-0.363	-0.125	-0.239	3.32	67.8	1.81e-11	0
YKL032C	S000001515	IXR1	-0.479	-1.09	-0.403	0.21	-0.613	6	67.8	1.83e-11	0
YDR012W	S000002419	RPL4B	-1.34	-1.44	-0.221	-0.126	-0.0955	11.4	67.7	1.85e-11	0
YFL058W	S000001836	THI5	3.48	2.44	-1.42	-0.384	-1.04	1.12	67.5	1.89e-11	0
YKL024C	S000001507	URA6	-0.863	-0.689	-0.00374	-0.178	0.175	6.64	67.5	1.91e-11	0
YCR043C	S000000639	NA	-1.05	-0.663	0.346	-0.0466	0.392	5.38	67.3	1.95e-11	0
YNL072W	S000005016	RNH201	-2.15	-1.07	0.876	-0.205	1.08	3.53	67.2	2e-11	0
YDR077W	S000002484	SED1	1.23	-0.104	-1.32	0.0106	-1.33	10.7	67	2.03e-11	0
YOR022C	S000005548	DDL1	1.29	1.04	-0.0348	0.217	-0.252	3.93	66.8	2.12e-11	0
YPL141C	S000006062	FRK1	-1.17	-0.991	0.159	-0.0148	0.174	4.32	66.7	2.14e-11	0
YCL030C	S000000535	HIS4	1.7	1.04	-0.581	0.0779	-0.659	8.01	66.7	2.15e-11	0
YDL222C	S000002381	FMP45	2.73	1.11	-1.5	0.109	-1.61	2.25	66.7	2.15e-11	0
YIL090W	S000001352	ICE2	-0.707	-0.802	-0.176	-0.0816	-0.0943	6.98	66.6	2.16e-11	0
YBR166C	S000000370	TYR1	0.412	0.788	0.321	-0.0559	0.377	5.83	66.6	2.16e-11	0
YDR092W	S000002499	UBC13	0.902	0.861	0.0315	0.0722	-0.0407	5.12	66.6	2.17e-11	0
YDL102W	S000002260	POL3	-0.958	-0.748	0.156	-0.0537	0.21	5.62	66.5	2.2e-11	0
YER114C	S000000916	BOI2	-0.766	-0.757	0.0703	0.0614	0.00895	6.59	66.5	2.21e-11	0
YOL081W	S000005441	IRA2	0.808	-0.245	-1.17	-0.119	-1.05	7.66	66.5	2.22e-11	0
YGR241C	S000003473	YAP1802	0.782	0.549	-0.274	-0.0405	-0.233	6.47	66.4	2.23e-11	0
YJL201W	S000003737	ECM25	0.514	0.808	0.219	-0.0753	0.294	5.8	66.2	2.3e-11	0
YGR121C	S000003353	MEP1	-1.27	-1.23	0.0707	0.0311	0.0397	4.23	66.2	2.31e-11	0
YOR156C	S000005682	NFI1	1	0.981	0.166	0.187	-0.0207	4.07	66.1	2.33e-11	0
YGR218W	S000003450	CRM1	0.735	0.707	0.00415	0.0319	-0.0278	8.47	66	2.37e-11	0
YNL280C	S000005224	ERG24	-0.59	-1.14	-0.497	0.0559	-0.553	7.41	66	2.38e-11	0
YER118C	S000000920	SHO1	-0.742	-0.449	0.357	0.064	0.293	6.04	65.9	2.42e-11	0
YDR294C	S000002702	DPL1	0.81	0.725	-0.0511	0.0337	-0.0848	6.72	65.7	2.48e-11	0
YDL004W	S000002162	ATP16	-0.162	-0.871	-0.823	-0.114	-0.709	7.06	65.7	2.49e-11	0
YGR027C	S000003259	RPS25A	-1.15	-0.9	0.222	-0.0319	0.254	9.74	65.7	2.5e-11	0
YJR005W	S000003765	APL1	0.692	0.754	0.122	0.0599	0.0616	6.2	65.7	2.5e-11	0
