ORF	SGD	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
YDR108W	S000002515	TRS85	0.19	4.91	1.5	0.148	0.29	-6.5
YBL013W	S000000109	FMT1	-0.542	1.09	-1.5	0.148	0.29	-5.41
YHR064C	S000001106	SSZ1	0.167	9.42	1.5	0.147	0.29	-6.71
YKR052C	S000001760	MRS4	-0.3	3.82	-1.5	0.147	0.29	-6.24
YGR210C	S000003442	NA	-0.142	6.69	-1.5	0.147	0.29	-6.73
YDR212W	S000002620	TCP1	0.152	8.09	1.5	0.147	0.29	-6.75
YJL149W	S000003685	DAS1	0.186	5.01	1.5	0.147	0.29	-6.5
YAL002W	S000000002	VPS8	-0.177	5.79	-1.5	0.147	0.29	-6.61
YJR146W	S000003907	NA	1.22	-0.784	1.5	0.147	0.29	-4.95
YNL014W	S000004959	HEF3	0.586	0.859	1.5	0.147	0.29	-5.35
YOL159C	S000005519	CSS3	0.758	0.72	1.5	0.147	0.29	-5.3
YER029C	S000000831	SMB1	0.34	3.76	1.5	0.147	0.29	-6.21
YDR472W	S000002880	TRS31	0.189	4.83	1.5	0.146	0.29	-6.47
YKL208W	S000001691	CBT1	0.373	2.56	1.51	0.146	0.29	-5.85
YGL112C	S000003080	TAF6	0.178	6.11	1.51	0.146	0.29	-6.68
YHR146W	S000001189	CRP1	-0.283	5.55	-1.51	0.146	0.29	-6.59
YLR233C	S000004223	EST1	-0.32	3.07	-1.51	0.146	0.29	-6.03
YPL170W	S000006091	DAP1	-0.321	3.81	-1.51	0.145	0.29	-6.23
YMR280C	S000004893	CAT8	-0.778	0.783	-1.51	0.145	0.29	-5.2
YIR015W	S000001454	RPR2	0.396	2.01	1.51	0.145	0.29	-5.68
YEL005C	S000000731	VAB2	-0.343	3.41	-1.51	0.145	0.29	-6.07
YDR438W	S000002846	THI74	0.292	3.89	1.51	0.145	0.29	-6.23
YPL020C	S000005941	ULP1	0.316	4.43	1.51	0.145	0.28	-6.37
YGL240W	S000003209	DOC1	0.469	2	1.51	0.144	0.28	-5.61
YML058W	S000004523	SML1	-0.277	7.47	-1.51	0.144	0.28	-6.74
YDR428C	S000002836	BNA7	0.23	3.9	1.51	0.144	0.28	-6.23
YDL237W	S000002396	AIM6	-0.175	6.5	-1.51	0.144	0.28	-6.69
YDL115C	S000002273	IWR1	-0.307	3.86	-1.51	0.144	0.28	-6.21
YHL044W	S000001036	NA	-0.703	1.02	-1.52	0.144	0.28	-5.34
YCR095C	S000000691	OCA4	0.226	4.42	1.52	0.143	0.28	-6.37
YOR160W	S000005686	MTR10	-0.165	6.52	-1.52	0.143	0.28	-6.7
YJR118C	S000003879	ILM1	0.262	5.84	1.52	0.143	0.28	-6.58
YFR045W	S000001941	NA	-0.223	4.51	-1.52	0.143	0.28	-6.32
YEL065W	S000000791	SIT1	0.314	6.35	1.52	0.142	0.28	-6.56
YNL059C	S000005004	ARP5	0.328	5.26	1.52	0.142	0.28	-6.53
YBR274W	S000000478	CHK1	0.178	5.28	1.52	0.142	0.28	-6.53
YDR189W	S000002597	SLY1	0.16	6.47	1.52	0.142	0.28	-6.69
YEL050C	S000000776	RML2	0.153	6.44	1.52	0.142	0.28	-6.69
YKL212W	S000001695	SAC1	0.138	8.1	1.52	0.142	0.28	-6.72
YDR200C	S000002608	VPS64	0.306	3.93	1.52	0.142	0.28	-6.24
YPR141C	S000006345	KAR3	0.324	3.59	1.52	0.142	0.28	-6.14
YFL049W	S000001845	SWP82	0.202	5.07	1.52	0.142	0.28	-6.48
YOR022C	S000005548	DDL1	-0.252	3.93	-1.52	0.142	0.28	-6.2
YMR113W	S000004719	FOL3	0.229	4.46	1.52	0.142	0.28	-6.37
YNR069C	S000005352	BSC5	-0.52	1.81	-1.53	0.141	0.28	-5.54
YGR141W	S000003373	VPS62	0.253	4	1.53	0.141	0.28	-6.25
YOL143C	S000005503	RIB4	-0.17	5.77	-1.53	0.141	0.28	-6.61
YOL102C	S000005462	TPT1	0.208	4.59	1.53	0.141	0.28	-6.39
YOR223W	S000005749	DSC3	0.276	3.41	1.53	0.141	0.28	-6.06
YFR037C	S000001933	RSC8	0.207	6.22	1.53	0.141	0.28	-6.66
YHR005C	S000001047	GPA1	-0.909	0.188	-1.53	0.14	0.28	-5.14
YHR158C	S000001201	KEL1	-0.241	6.23	-1.53	0.14	0.28	-6.64
YCR036W	S000000632	RBK1	-0.198	5.26	-1.53	0.14	0.28	-6.51
YLR247C	S000004237	IRC20	-0.164	5.97	-1.53	0.14	0.28	-6.61
YDR306C	S000002714	NA	-0.227	4.27	-1.53	0.14	0.28	-6.31
YOL159C-A	S000007627	NA	0.657	0.756	1.53	0.139	0.28	-5.27
YGL172W	S000003140	NUP49	-0.159	5.9	-1.53	0.139	0.28	-6.61
YMR036C	S000004639	MIH1	-0.221	4	-1.53	0.139	0.28	-6.24
YER142C	S000000944	MAG1	-0.505	2.14	-1.53	0.139	0.28	-5.44
YKL018W	S000001501	SWD2	0.174	5.86	1.53	0.139	0.28	-6.61
YDR366C	S000002774	NA	-0.649	1.14	-1.54	0.138	0.28	-5.34
YIL128W	S000001390	MET18	0.186	6.19	1.54	0.138	0.28	-6.64
YOR038C	S000005564	HIR2	0.158	5.78	1.54	0.138	0.28	-6.59
YGR129W	S000003361	SYF2	-0.579	1.24	-1.54	0.138	0.28	-5.36
YHR191C	S000001234	CTF8	-0.386	2.45	-1.54	0.138	0.28	-5.78
YOR278W	S000005804	HEM4	0.257	3.65	1.54	0.138	0.27	-6.14
YOR077W	S000005603	RTS2	0.615	1.31	1.54	0.137	0.27	-5.41
YPR125W	S000006329	YLH47	0.207	5.61	1.54	0.137	0.27	-6.56
YGR015C	S000003247	NA	0.347	3.04	1.54	0.137	0.27	-5.93
YNL263C	S000005207	YIF1	-0.222	7.22	-1.54	0.136	0.27	-6.69
YFL026W	S000001868	STE2	-0.563	1.55	-1.55	0.136	0.27	-5.45
YCL047C	S000000552	POF1	-0.251	3.87	-1.55	0.136	0.27	-6.16
YER164W	S000000966	CHD1	0.175	6.77	1.55	0.136	0.27	-6.67
YMR014W	S000004616	BUD22	0.325	4.83	1.55	0.135	0.27	-6.32
YKL004W	S000001487	AUR1	0.212	7.48	1.55	0.135	0.27	-6.67
YNL275W	S000005219	BOR1	-0.254	4.43	-1.55	0.135	0.27	-6.32
YBR077C	S000000281	SLM4	0.191	4.33	1.55	0.135	0.27	-6.3
YGR054W	S000003286	NA	0.159	8.4	1.55	0.135	0.27	-6.67
YAL030W	S000000028	SNC1	-0.256	4.37	-1.55	0.135	0.27	-6.28
YPL103C	S000006024	FMP30	0.177	5.18	1.55	0.135	0.27	-6.46
YOR196C	S000005722	LIP5	-0.209	4.89	-1.55	0.134	0.27	-6.42
YBR240C	S000000444	THI2	-0.711	0.687	-1.55	0.134	0.27	-5.19
YHR071C-A	S000028781	NA	-1.81	-1.92	-1.55	0.134	0.27	-4.69
YBL088C	S000000184	TEL1	0.148	6.11	1.55	0.134	0.27	-6.6
YDR020C	S000002427	DAS2	0.341	3.58	1.55	0.134	0.27	-5.98
YJL209W	S000003745	CBP1	-0.183	5.06	-1.55	0.134	0.27	-6.45
YBR200W	S000000404	BEM1	0.19	5.08	1.55	0.134	0.27	-6.45
YLR437C	S000004429	DIF1	-0.248	4.5	-1.56	0.134	0.27	-6.33
YBR155W	S000000359	CNS1	0.354	4.2	1.56	0.134	0.27	-6.14
YPR021C	S000006225	AGC1	0.205	5.21	1.56	0.134	0.27	-6.47
YLR294C	S000004285	NA	-0.209	5.89	-1.56	0.134	0.27	-6.58
YLR173W	S000004163	NA	-0.259	4.22	-1.56	0.133	0.27	-6.25
YNL030W	S000004975	HHF2	-0.168	8.32	-1.56	0.133	0.27	-6.67
YOL068C	S000005429	HST1	0.154	6.18	1.56	0.133	0.27	-6.61
YPL157W	S000006078	TGS1	0.223	4.14	1.56	0.133	0.27	-6.21
YBL113C	S000002153	NA	-0.285	4.95	-1.56	0.132	0.27	-6.42
YOR350C	S000005877	MNE1	0.241	4.12	1.56	0.132	0.27	-6.21
YJR154W	S000003915	NA	1.15	-0.98	1.56	0.132	0.27	-4.84
YFR010W	S000001906	UBP6	-0.162	6.78	-1.56	0.132	0.27	-6.64
YMR203W	S000004816	TOM40	-0.212	8.82	-1.56	0.132	0.27	-6.64
YPL069C	S000005990	BTS1	0.241	4.52	1.56	0.132	0.27	-6.32
YLR179C	S000004169	NA	0.175	7.14	1.57	0.131	0.26	-6.65
YHR139C	S000001181	SPS100	-1.6	-0.732	-1.57	0.131	0.26	-4.76
YCL059C	S000000564	KRR1	0.26	5.03	1.57	0.13	0.26	-6.23
YJL174W	S000003710	KRE9	-0.155	6.85	-1.57	0.13	0.26	-6.64
YCR033W	S000000629	SNT1	0.172	5.75	1.57	0.13	0.26	-6.54
YJL062W	S000003598	LAS21	-0.191	6.96	-1.57	0.13	0.26	-6.64
YGL140C	S000003108	NA	-0.168	7.12	-1.57	0.13	0.26	-6.65
YNR035C	S000005318	ARC35	-0.135	6.93	-1.57	0.129	0.26	-6.62
YAL058W	S000000054	CNE1	0.221	4.68	1.57	0.129	0.26	-6.34
YOL154W	S000005514	ZPS1	-0.458	2.42	-1.58	0.129	0.26	-5.72
YLR411W	S000004403	CTR3	0.553	7.1	1.58	0.129	0.26	-6.61
YBR158W	S000000362	AMN1	0.192	5.57	1.58	0.128	0.26	-6.5
YKL211C	S000001694	TRP3	0.21	6.31	1.58	0.128	0.26	-6.58
YKL024C	S000001507	URA6	0.175	6.64	1.58	0.128	0.26	-6.61
YER162C	S000000964	RAD4	-0.313	3.46	-1.58	0.128	0.26	-5.98
YKL175W	S000001658	ZRT3	-0.193	7.09	-1.58	0.128	0.26	-6.63
YNR004W	S000005287	SWM2	0.316	2.83	1.58	0.127	0.26	-5.84
YAL056W	S000000052	GPB2	-0.227	5.28	-1.59	0.127	0.26	-6.33
YLR285W	S000004275	NNT1	0.18	5.81	1.59	0.127	0.26	-6.52
YKL012W	S000001495	PRP40	-0.26	4.62	-1.59	0.127	0.26	-6.31
YKR050W	S000001758	TRK2	-0.302	4.66	-1.59	0.126	0.26	-6.31
YBR176W	S000000380	ECM31	-0.233	4.73	-1.59	0.126	0.26	-6.27
YPR201W	S000006405	ARR3	1.47	-2.1	1.59	0.126	0.26	-4.64
YDR035W	S000002442	ARO3	0.18	6.53	1.59	0.126	0.26	-6.59
YIL142W	S000001404	CCT2	0.142	8.12	1.59	0.126	0.26	-6.62
YKL045W	S000001528	PRI2	0.353	4.03	1.59	0.126	0.26	-6.15
YBR276C	S000000480	PPS1	0.165	6	1.59	0.126	0.26	-6.54
YDR489W	S000002897	SLD5	0.2	4.48	1.59	0.125	0.26	-6.27
YDR252W	S000002660	BTT1	0.656	1.23	1.59	0.125	0.26	-5.32
YER174C	S000000976	GRX4	0.185	5.01	1.59	0.125	0.26	-6.38
YJL087C	S000003623	TRL1	0.23	4.81	1.59	0.125	0.26	-6.33
YPL068C	S000005989	NA	0.451	2.7	1.59	0.125	0.26	-5.63
YDL205C	S000002364	HEM3	-0.153	6.06	-1.59	0.125	0.26	-6.55
YKL109W	S000001592	HAP4	0.204	7.2	1.59	0.125	0.26	-6.61
YOL135C	S000005495	MED7	0.291	3.52	1.6	0.124	0.25	-6.02
YDR023W	S000002430	SES1	0.16	9.25	1.6	0.124	0.25	-6.58
YBR055C	S000000259	PRP6	0.201	5.19	1.6	0.124	0.25	-6.41
YBL102W	S000000198	SFT2	-0.256	5.29	-1.6	0.124	0.25	-6.43
YDR174W	S000002581	HMO1	-0.193	7.82	-1.6	0.124	0.25	-6.61
YPL255W	S000006176	BBP1	-0.324	3.32	-1.6	0.124	0.25	-5.97
YEL041W	S000000767	YEF1	-0.592	2.05	-1.6	0.124	0.25	-5.35
YML068W	S000004533	ITT1	-0.243	4.02	-1.6	0.124	0.25	-6.11
YER152C	S000000954	NA	0.308	4.92	1.6	0.124	0.25	-6.36
YGR073C	S000003305	NA	-0.548	1.22	-1.6	0.124	0.25	-5.31
YGL236C	S000003205	MTO1	0.268	4.55	1.6	0.124	0.25	-6.19
YMR052C-A	S000004655	NA	-0.899	0.0459	-1.6	0.124	0.25	-5.01
YLR079W	S000004069	SIC1	-0.268	3.87	-1.6	0.123	0.25	-6.11
YPL133C	S000006054	RDS2	-0.28	3.65	-1.6	0.123	0.25	-6.05
YML094W	S000004559	GIM5	0.221	4.43	1.6	0.123	0.25	-6.23
YDL167C	S000002326	NRP1	0.222	5.62	1.6	0.123	0.25	-6.39
YIL004C	S000001266	BET1	-0.268	3.7	-1.6	0.123	0.25	-6.03
YKL047W	S000001530	ANR2	-0.221	4.57	-1.6	0.123	0.25	-6.22
YBR023C	S000000227	CHS3	0.164	7.61	1.6	0.122	0.25	-6.6
YML059C	S000004524	NTE1	-0.163	7.95	-1.61	0.122	0.25	-6.59
YPR058W	S000006262	YMC1	0.261	5.18	1.61	0.122	0.25	-6.38
YKL112W	S000001595	ABF1	0.221	6.31	1.61	0.122	0.25	-6.55
YER024W	S000000826	YAT2	-0.343	3.59	-1.61	0.122	0.25	-5.98
YGR267C	S000003499	FOL2	0.164	6.48	1.61	0.122	0.25	-6.56
YGR286C	S000003518	BIO2	-0.314	3.66	-1.61	0.121	0.25	-5.93
YHR032W	S000001074	ERC1	-0.216	6.8	-1.61	0.122	0.25	-6.57
YOR132W	S000005658	VPS17	-0.223	6.11	-1.61	0.121	0.25	-6.5
YDL197C	S000002356	ASF2	-0.346	3.35	-1.61	0.121	0.25	-5.96
YML078W	S000004543	CPR3	-0.184	7.3	-1.61	0.121	0.25	-6.59
YIL068C	S000001330	SEC6	0.204	5.28	1.61	0.121	0.25	-6.4
YOR208W	S000005734	PTP2	-0.244	4.42	-1.61	0.121	0.25	-6.22
YDR338C	S000002746	NA	0.208	4.83	1.61	0.12	0.25	-6.31
YNL298W	S000005242	CLA4	-0.178	5.7	-1.61	0.12	0.25	-6.47
YLR438C-A	S000006434	LSM3	0.371	3.44	1.62	0.12	0.25	-5.95
YGR030C	S000003262	POP6	0.783	1.96	1.62	0.12	0.25	-5.3
YHR023W	S000001065	MYO1	0.208	5.44	1.62	0.12	0.25	-6.41
YOR320C	S000005847	GNT1	0.14	6.42	1.62	0.12	0.25	-6.54
YMR204C	S000004817	INP1	0.458	2.51	1.62	0.12	0.25	-5.67
YML071C	S000004536	COG8	0.373	4.44	1.62	0.12	0.25	-6.22
YIL093C	S000001355	RSM25	0.227	4.84	1.62	0.12	0.25	-6.31
YPL257W	S000006178	NA	-0.896	0.561	-1.62	0.12	0.25	-5.09
YJL100W	S000003636	LSB6	-0.285	4.29	-1.62	0.12	0.25	-6.18
YBL031W	S000000127	SHE1	0.368	3.29	1.62	0.119	0.25	-5.91
YPR047W	S000006251	MSF1	0.318	4.38	1.62	0.119	0.25	-6.2
YJR082C	S000003842	EAF6	0.282	3.74	1.62	0.119	0.25	-6.04
YCR006C	S000000599	NA	-0.726	0.52	-1.62	0.119	0.25	-5.08
YLL004W	S000003927	ORC3	0.258	4.29	1.62	0.119	0.25	-6.18
YGL113W	S000003081	SLD3	0.29	3.96	1.62	0.119	0.25	-6.08
YIL002W-A	S000028835	NA	0.354	3.7	1.62	0.118	0.25	-6.02
YBR034C	S000000238	HMT1	0.162	6.8	1.62	0.118	0.25	-6.5
YNL227C	S000005171	JJJ1	0.472	3.35	1.62	0.118	0.25	-5.78
YHR129C	S000001171	ARP1	0.334	3.33	1.62	0.118	0.25	-5.9
YBL037W	S000000133	APL3	-0.155	6.01	-1.63	0.118	0.25	-6.48
YKL008C	S000001491	LAC1	-0.205	6.6	-1.63	0.118	0.25	-6.54
YJR012C	S000003773	NA	0.475	2.31	1.63	0.118	0.25	-5.6
YPR037C	S000006241	ERV2	-0.3	3.78	-1.63	0.118	0.25	-6.05
YMR240C	S000004853	CUS1	0.338	3.21	1.63	0.117	0.25	-5.88
YDR320C-A	S000007604	DAD4	-0.301	3.74	-1.63	0.117	0.25	-6.03
YDR503C	S000002911	LPP1	-0.236	4.92	-1.63	0.117	0.25	-6.22
YLR001C	S000003991	NA	0.179	5.3	1.63	0.117	0.24	-6.35
YOL076W	S000005436	MDM20	0.174	6.19	1.63	0.117	0.24	-6.5
YCL038C	S000000543	ATG22	-0.343	4.13	-1.63	0.117	0.24	-5.95
YFR036W	S000001932	CDC26	-0.327	3.12	-1.63	0.116	0.24	-5.85
YDR393W	S000002801	SHE9	0.317	3.92	1.63	0.116	0.24	-6.07
YML105C	S000004573	SEC65	0.221	5.78	1.63	0.116	0.24	-6.44
YAR008W	S000000066	SEN34	0.295	3.53	1.64	0.116	0.24	-5.95
YJR136C	S000003897	TTI2	0.317	3.92	1.63	0.116	0.24	-6.07
YHR175W	S000001218	CTR2	-0.32	5.4	-1.63	0.116	0.24	-6.39
YCR098C	S000000695	GIT1	0.593	2.65	1.64	0.116	0.24	-5.43
YGR216C	S000003448	GPI1	0.2	6.18	1.64	0.116	0.24	-6.49
YMR132C	S000004739	JLP2	0.42	2.81	1.64	0.116	0.24	-5.72
YJR024C	S000003785	MDE1	0.192	5.97	1.64	0.116	0.24	-6.47
YBL043W	S000000139	ECM13	1.13	-0.587	1.64	0.116	0.24	-4.78
YGR012W	S000003244	MCY1	0.203	5.63	1.64	0.115	0.24	-6.41
YMR224C	S000004837	MRE11	0.236	4.03	1.64	0.115	0.24	-6.09
YDR465C	S000002873	RMT2	-0.305	5.1	-1.64	0.115	0.24	-6.07
YDR525W-A	S000007236	SNA2	-0.637	2.18	-1.64	0.115	0.24	-5.49
YNL008C	S000004953	ASI3	0.17	5.88	1.64	0.115	0.24	-6.44
YLR051C	S000004041	FCF2	0.387	4.19	1.64	0.115	0.24	-6.05
YEL016C	S000000742	NPP2	0.331	3.32	1.64	0.114	0.24	-5.89
YLR223C	S000004213	IFH1	0.286	5.15	1.64	0.114	0.24	-6.26
YBR041W	S000000245	FAT1	-0.139	7.37	-1.64	0.114	0.24	-6.53
YLR187W	S000004177	SKG3	0.199	5.34	1.65	0.114	0.24	-6.36
YCR084C	S000000680	TUP1	0.191	8.9	1.65	0.114	0.24	-6.51
YLR264W	S000004254	RPS28B	0.388	7.08	1.65	0.113	0.24	-6.51
YMR154C	S000004763	RIM13	0.388	3.25	1.65	0.113	0.24	-5.86
YNL246W	S000005190	VPS75	0.207	5.11	1.65	0.113	0.24	-6.31
YDR354W	S000002762	TRP4	0.18	6.29	1.65	0.113	0.24	-6.48
YBR135W	S000000339	CKS1	0.272	5.09	1.65	0.113	0.24	-6.29
YER151C	S000000953	UBP3	0.245	6.18	1.65	0.113	0.24	-6.47
YKL038W	S000001521	RGT1	-0.211	5.95	-1.65	0.113	0.24	-6.44
YOR128C	S000005654	ADE2	0.178	6.92	1.65	0.113	0.24	-6.52
YPL161C	S000006082	BEM4	0.25	4.41	1.65	0.113	0.24	-6.15
YGL103W	S000003071	RPL28	0.205	10.7	1.65	0.113	0.24	-6.43
YDR068W	S000002475	DOS2	0.435	3.81	1.65	0.113	0.24	-6.01
YLR356W	S000004348	ATG33	-0.48	4.35	-1.65	0.113	0.24	-5.95
YMR079W	S000004684	SEC14	0.155	7.78	1.65	0.112	0.24	-6.53
YIL147C	S000001409	SLN1	0.184	6.43	1.65	0.112	0.24	-6.49
YDR263C	S000002671	DIN7	-0.652	1.52	-1.65	0.112	0.24	-5.23
YJR119C	S000003880	JHD2	-0.379	2.68	-1.65	0.112	0.24	-5.66
YLR283W	S000004273	NA	-0.249	4.14	-1.65	0.112	0.24	-6.05
YNL078W	S000005022	NIS1	-0.245	4.31	-1.65	0.112	0.24	-6.14
YDR469W	S000002877	SDC1	0.42	3.1	1.65	0.112	0.24	-5.74
YLR087C	S000004077	CSF1	-0.174	5.82	-1.65	0.112	0.24	-6.42
YLL003W	S000003926	SFI1	0.261	4.43	1.66	0.112	0.24	-6.16
YDL120W	S000002278	YFH1	0.201	5.4	1.66	0.112	0.24	-6.35
YCL026C-A	S000000589	FRM2	-1.4	-1.54	-1.66	0.112	0.24	-4.58
YIL027C	S000001289	EMC5	0.243	4.71	1.66	0.111	0.24	-6.22
YFR033C	S000001929	QCR6	-0.277	7.27	-1.66	0.111	0.24	-6.52
YNL012W	S000004957	SPO1	-0.79	0.811	-1.66	0.111	0.24	-5.06
YMR109W	S000004715	MYO5	-0.238	6.99	-1.66	0.111	0.24	-6.5
YGL147C	S000003115	RPL9A	0.22	10	1.66	0.11	0.24	-6.44
YIL055C	S000001317	NA	-0.655	2.19	-1.66	0.11	0.24	-5.44
YOR042W	S000005568	CUE5	-0.218	5.74	-1.66	0.11	0.24	-6.39
YJL163C	S000003699	NA	-0.324	4.01	-1.66	0.11	0.24	-5.92
YHL002W	S000000994	HSE1	0.185	5.22	1.67	0.11	0.23	-6.3
YDR111C	S000002518	ALT2	-0.227	4.84	-1.67	0.109	0.23	-6.24
YPL224C	S000006145	MMT2	-0.209	5.16	-1.67	0.11	0.23	-6.25
YKL155C	S000001638	RSM22	0.263	5.17	1.67	0.109	0.23	-6.29
YDR344C	S000002752	NA	1.24	-0.455	1.67	0.109	0.23	-4.78
YFL021W	S000001873	GAT1	0.568	3.4	1.67	0.109	0.23	-5.85
YGL150C	S000003118	INO80	0.168	6.33	1.67	0.108	0.23	-6.45
YJR015W	S000003776	NA	0.168	6.75	1.67	0.108	0.23	-6.47
YGL086W	S000003054	MAD1	0.298	4.43	1.67	0.108	0.23	-6.13
YJR093C	S000003853	FIP1	0.214	4.77	1.67	0.108	0.23	-6.21
YLR039C	S000004029	RIC1	0.231	5.31	1.67	0.108	0.23	-6.31
YNR037C	S000005320	RSM19	0.276	3.76	1.67	0.108	0.23	-5.97
YLR072W	S000004062	LAM6	0.216	5.21	1.68	0.108	0.23	-6.27
YNL114C	S000005058	NA	1.51	-0.496	1.68	0.107	0.23	-4.73
YGL021W	S000002989	ALK1	0.202	5.42	1.68	0.107	0.23	-6.31
YJL187C	S000003723	SWE1	0.265	5.11	1.68	0.107	0.23	-6.26
YFL045C	S000001849	SEC53	0.185	10.2	1.68	0.107	0.23	-6.41
YBR230W-A	S000029722	NA	-0.582	1.72	-1.68	0.106	0.23	-5.28
YDR016C	S000002423	DAD1	0.388	3.25	1.68	0.106	0.23	-5.81
YNL047C	S000004992	SLM2	0.249	4.03	1.68	0.106	0.23	-6.01
YDR004W	S000002411	RAD57	0.213	4.69	1.68	0.106	0.23	-6.16
YKL220C	S000001703	FRE2	-0.436	3.34	-1.68	0.106	0.23	-5.83
YLR387C	S000004379	REH1	0.194	5.75	1.68	0.106	0.23	-6.35
YJL193W	S000003729	NA	0.195	5.22	1.69	0.106	0.23	-6.28
YBR283C	S000000487	SSH1	0.172	9.36	1.69	0.105	0.23	-6.43
YDR461C-A	S000087209	NA	-1.43	-1.57	-1.69	0.105	0.23	-4.53
YDR301W	S000002709	CFT1	0.171	5.66	1.69	0.105	0.23	-6.35
YLR382C	S000004374	NAM2	-0.23	5.28	-1.69	0.105	0.23	-6.29
YMR148W	S000004756	OSW5	-0.265	4.22	-1.69	0.105	0.23	-6.05
YEL044W	S000000770	IES6	0.332	3.73	1.69	0.105	0.23	-5.88
YBR165W	S000000369	UBS1	0.266	4.36	1.69	0.105	0.23	-6.09
YJL008C	S000003545	CCT8	0.16	8.26	1.69	0.104	0.23	-6.46
YPR062W	S000006266	FCY1	-0.212	6.34	-1.69	0.104	0.23	-6.42
YKL048C	S000001531	ELM1	0.27	3.93	1.69	0.104	0.23	-5.97
YMR207C	S000004820	HFA1	0.216	5.41	1.69	0.104	0.23	-6.3
YGL002W	S000002970	ERP6	-0.228	4.54	-1.69	0.104	0.23	-6.13
YDR183C-A	S000028540	NA	0.946	1.41	1.69	0.104	0.23	-5
YNL046W	S000004991	NA	0.352	3.09	1.7	0.104	0.22	-5.73
YAL042W	S000000040	ERV46	0.184	7.68	1.7	0.103	0.22	-6.46
YLR080W	S000004070	EMP46	-0.924	0.984	-1.7	0.103	0.22	-4.93
YIR021W	S000001460	MRS1	-0.2	4.74	-1.7	0.103	0.22	-6.17
YPR072W	S000006276	NOT5	0.223	6.63	1.7	0.103	0.22	-6.43
YDR322C-A	S000007255	TIM11	-0.232	5.97	-1.7	0.103	0.22	-6.37
YOR239W	S000005765	ABP140	0.296	6.69	1.7	0.102	0.22	-6.43
YDR257C	S000002665	RKM4	0.223	5.61	1.7	0.102	0.22	-6.32
YHR205W	S000001248	SCH9	0.2	7.05	1.7	0.103	0.22	-6.45
YNL011C	S000004956	NA	-0.22	4.85	-1.7	0.102	0.22	-6.08
YOR352W	S000005879	TFB6	-0.305	3.75	-1.7	0.102	0.22	-5.84
YDR018C	S000002425	NA	-0.84	1.02	-1.7	0.102	0.22	-4.87
YOL009C	S000005369	MDM12	-0.253	4.08	-1.7	0.102	0.22	-5.96
YMR168C	S000004778	CEP3	0.273	4	1.71	0.102	0.22	-5.97
YKL218C	S000001701	SRY1	0.879	0.881	1.71	0.102	0.22	-5
YGL216W	S000003184	KIP3	0.22	4.71	1.71	0.102	0.22	-6.14
YBR201W	S000000405	DER1	-0.298	4.28	-1.71	0.102	0.22	-5.9
YKR029C	S000001737	SET3	0.302	3.94	1.71	0.101	0.22	-5.96
YIL066C	S000001328	RNR3	-0.755	1.68	-1.71	0.101	0.22	-5.17
YPL060W	S000005981	MFM1	0.477	2.74	1.71	0.101	0.22	-5.55
YPL252C	S000006173	YAH1	0.362	4.84	1.71	0.101	0.22	-6.13
YOL040C	S000005400	RPS15	0.194	10.5	1.71	0.1	0.22	-6.34
YGL223C	S000003191	COG1	0.228	5.03	1.71	0.1	0.22	-6.18
YGR027C	S000003259	RPS25A	0.254	9.74	1.71	0.1	0.22	-6.38
YLR421C	S000004413	RPN13	-0.173	6.07	-1.71	0.1	0.22	-6.35
YGR288W	S000003520	MAL13	-0.413	3.48	-1.71	0.1	0.22	-5.71
YCR107W	S000000704	AAD3	0.485	2.68	1.71	0.1	0.22	-5.58
YNL088W	S000005032	TOP2	0.221	5.45	1.72	0.0998	0.22	-6.22
YGL030W	S000002998	RPL30	0.272	10.3	1.72	0.0999	0.22	-6.34
YGR120C	S000003352	COG2	0.277	4.35	1.72	0.0996	0.22	-6.05
YIL026C	S000001288	IRR1	0.254	5.4	1.72	0.0996	0.22	-6.25
YAL004W	S000002136	NA	-1.89	1.72	-1.72	0.0995	0.22	-5.16
YJR122W	S000003883	IBA57	0.239	5.04	1.72	0.0995	0.22	-6.17
YOR044W	S000005570	IRC23	-0.413	2.9	-1.72	0.0995	0.22	-5.52
YPL152W	S000006073	RRD2	-0.252	5.11	-1.72	0.0994	0.22	-6.13
YKR004C	S000001712	ECM9	0.286	3.75	1.72	0.0992	0.22	-5.88
YDR262W	S000002670	NA	-0.335	2.97	-1.72	0.0988	0.22	-5.67
YKL132C	S000001615	RMA1	-0.497	2.1	-1.72	0.0986	0.22	-5.38
YPL244C	S000006165	HUT1	-0.202	6.33	-1.72	0.0986	0.22	-6.37
YNL278W	S000005222	CAF120	-0.304	4.82	-1.72	0.0985	0.22	-6.15
YPL042C	S000005963	SSN3	-0.211	4.79	-1.72	0.0985	0.22	-6.13
YHR190W	S000001233	ERG9	-0.163	8.55	-1.72	0.0984	0.22	-6.4
YBR221C	S000000425	PDB1	-0.223	9.22	-1.72	0.0982	0.22	-6.38
YBR263W	S000000467	SHM1	0.183	7.78	1.72	0.0982	0.22	-6.41
YOR387C	S000005914	NA	-1.43	-0.856	-1.72	0.0982	0.22	-4.63
YDL102W	S000002260	POL3	0.21	5.62	1.72	0.0982	0.22	-6.28
YFR004W	S000001900	RPN11	-0.22	6.72	-1.73	0.0979	0.22	-6.38
YNR011C	S000005294	PRP2	0.299	4.15	1.73	0.0978	0.22	-5.97
